gender,city,age,education,profession,annual_income
male,[Italy],[64-85],Bachelor's Degree,[ANY-JOB],39808
male,[Italy],[64-85],Bachelor's Degree,[ANY-JOB],29153
male,[Italy],[64-85],Bachelor's Degree,[ANY-JOB],35676
male,[Italy],[52-68],[ANY-EDUCATION],[ANY-JOB],54696
male,[Italy],[52-68],[ANY-EDUCATION],[ANY-JOB],45870
male,[Italy],[52-68],[ANY-EDUCATION],[ANY-JOB],20474
[ANY-GENDER],[Italy],[35-76],High School,[ANY-JOB],29921
[ANY-GENDER],[Italy],[35-76],High School,[ANY-JOB],26873
[ANY-GENDER],[Italy],[35-76],High School,[ANY-JOB],34364
[ANY-GENDER],[Italy],[22-34],[ANY-EDUCATION],[ANY-JOB],29105
[ANY-GENDER],[Italy],[22-34],[ANY-EDUCATION],[ANY-JOB],36510
[ANY-GENDER],[Italy],[22-34],[ANY-EDUCATION],[ANY-JOB],20647
[ANY-GENDER],[Italy],[18-81],[ANY-EDUCATION],[ANY-JOB],25965
[ANY-GENDER],[Italy],[18-81],[ANY-EDUCATION],[ANY-JOB],90752
[ANY-GENDER],[Italy],[18-81],[ANY-EDUCATION],[ANY-JOB],34031
[ANY-GENDER],[Italy],[21-86],[ANY-EDUCATION],[ANY-JOB],38558
[ANY-GENDER],[Italy],[21-86],[ANY-EDUCATION],[ANY-JOB],30260
[ANY-GENDER],[Italy],[21-86],[ANY-EDUCATION],[ANY-JOB],25783
[ANY-GENDER],[North],[65-89],[ANY-EDUCATION],[ANY-JOB],72944
[ANY-GENDER],[North],[65-89],[ANY-EDUCATION],[ANY-JOB],50917
[ANY-GENDER],[North],[65-89],[ANY-EDUCATION],[ANY-JOB],25984
[ANY-GENDER],[Italy],[45-84],[Graduate School],[ANY-JOB],50186
[ANY-GENDER],[Italy],[45-84],[Graduate School],[ANY-JOB],73148
[ANY-GENDER],[Italy],[45-84],[Graduate School],[ANY-JOB],44906
[ANY-GENDER],[Italy],[37-71],[ANY-EDUCATION],[ANY-JOB],21660
[ANY-GENDER],[Italy],[37-71],[ANY-EDUCATION],[ANY-JOB],43106
[ANY-GENDER],[Italy],[37-71],[ANY-EDUCATION],[ANY-JOB],36300
[ANY-GENDER],[Italy],[38-41],[ANY-EDUCATION],[ANY-JOB],33961
[ANY-GENDER],[Italy],[38-41],[ANY-EDUCATION],[ANY-JOB],34794
[ANY-GENDER],[Italy],[38-41],[ANY-EDUCATION],[ANY-JOB],31508
male,[Italy],[62-83],[ANY-EDUCATION],[ANY-JOB],30979
male,[Italy],[62-83],[ANY-EDUCATION],[ANY-JOB],23349
male,[Italy],[62-83],[ANY-EDUCATION],[ANY-JOB],29468
[ANY-GENDER],[North],[55-80],[ANY-EDUCATION],[ANY-JOB],26230
[ANY-GENDER],[North],[55-80],[ANY-EDUCATION],[ANY-JOB],44327
[ANY-GENDER],[North],[55-80],[ANY-EDUCATION],[ANY-JOB],41578
[ANY-GENDER],[Italy],[44-79],[ANY-EDUCATION],[ANY-JOB],42470
[ANY-GENDER],[Italy],[44-79],[ANY-EDUCATION],[ANY-JOB],35144
[ANY-GENDER],[Italy],[44-79],[ANY-EDUCATION],[ANY-JOB],75135
[ANY-GENDER],[North],[33-82],[ANY-EDUCATION],[ANY-JOB],44569
[ANY-GENDER],[North],[33-82],[ANY-EDUCATION],[ANY-JOB],32618
[ANY-GENDER],[North],[33-82],[ANY-EDUCATION],[ANY-JOB],39245
female,[Italy],[43-85],[ANY-EDUCATION],[ANY-JOB],22584
female,[Italy],[43-85],[ANY-EDUCATION],[ANY-JOB],20528
female,[Italy],[43-85],[ANY-EDUCATION],[ANY-JOB],43343
male,[Italy],[23-52],[ANY-EDUCATION],[ANY-JOB],33040
male,[Italy],[23-52],[ANY-EDUCATION],[ANY-JOB],39178
male,[Italy],[23-52],[ANY-EDUCATION],[ANY-JOB],20919
[ANY-GENDER],[Italy],[31-50],High School,[ANY-JOB],31288
[ANY-GENDER],[Italy],[31-50],High School,[ANY-JOB],25468
[ANY-GENDER],[Italy],[31-50],High School,[ANY-JOB],26863
[ANY-GENDER],[Italy],[37-81],[ANY-EDUCATION],[ANY-JOB],41609
[ANY-GENDER],[Italy],[37-81],[ANY-EDUCATION],[ANY-JOB],21953
[ANY-GENDER],[Italy],[37-81],[ANY-EDUCATION],[ANY-JOB],30403
[ANY-GENDER],[Italy],[32-76],High School,[ANY-JOB],23821
[ANY-GENDER],[Italy],[32-76],High School,[ANY-JOB],33365
[ANY-GENDER],[Italy],[32-76],High School,[ANY-JOB],28359
[ANY-GENDER],[Italy],[65-79],[ANY-EDUCATION],[ANY-JOB],48037
[ANY-GENDER],[Italy],[65-79],[ANY-EDUCATION],[ANY-JOB],40134
[ANY-GENDER],[Italy],[65-79],[ANY-EDUCATION],[ANY-JOB],86243
male,[Italy],[25-42],[ANY-EDUCATION],[ANY-JOB],30122
male,[Italy],[25-42],[ANY-EDUCATION],[ANY-JOB],22858
male,[Italy],[25-42],[ANY-EDUCATION],[ANY-JOB],41663
[ANY-GENDER],[Italy],[21-47],[ANY-EDUCATION],[ANY-JOB],26738
[ANY-GENDER],[Italy],[21-47],[ANY-EDUCATION],[ANY-JOB],38720
[ANY-GENDER],[Italy],[21-47],[ANY-EDUCATION],[ANY-JOB],46531
male,[Italy],[68-75],[ANY-EDUCATION],[ANY-JOB],26727
male,[Italy],[68-75],[ANY-EDUCATION],[ANY-JOB],20427
male,[Italy],[68-75],[ANY-EDUCATION],[ANY-JOB],38403
[ANY-GENDER],[Italy],[42-75],[ANY-EDUCATION],[ANY-JOB],40119
[ANY-GENDER],[Italy],[42-75],[ANY-EDUCATION],[ANY-JOB],28506
[ANY-GENDER],[Italy],[42-75],[ANY-EDUCATION],[ANY-JOB],67981
[ANY-GENDER],[Italy],[48-90],[ANY-EDUCATION],[ANY-JOB],27115
[ANY-GENDER],[Italy],[48-90],[ANY-EDUCATION],[ANY-JOB],48849
[ANY-GENDER],[Italy],[48-90],[ANY-EDUCATION],[ANY-JOB],19947
[ANY-GENDER],[Italy],[24-75],[ANY-EDUCATION],[ANY-JOB],35491
[ANY-GENDER],[Italy],[24-75],[ANY-EDUCATION],[ANY-JOB],24816
[ANY-GENDER],[Italy],[24-75],[ANY-EDUCATION],[ANY-JOB],42087
[ANY-GENDER],[Italy],[18-85],[ANY-EDUCATION],[ANY-JOB],20410
[ANY-GENDER],[Italy],[18-85],[ANY-EDUCATION],[ANY-JOB],37682
[ANY-GENDER],[Italy],[18-85],[ANY-EDUCATION],[ANY-JOB],33390
[ANY-GENDER],[Italy],[43-87],[ANY-EDUCATION],[ANY-JOB],25547
[ANY-GENDER],[Italy],[43-87],[ANY-EDUCATION],[ANY-JOB],35134
[ANY-GENDER],[Italy],[43-87],[ANY-EDUCATION],[ANY-JOB],22038
[ANY-GENDER],[Italy],[23-85],[ANY-EDUCATION],[ANY-JOB],32656
[ANY-GENDER],[Italy],[23-85],[ANY-EDUCATION],[ANY-JOB],26778
[ANY-GENDER],[Italy],[23-85],[ANY-EDUCATION],[ANY-JOB],29362
female,[Italy],[45-75],[ANY-EDUCATION],[ANY-JOB],66069
female,[Italy],[45-75],[ANY-EDUCATION],[ANY-JOB],29060
female,[Italy],[45-75],[ANY-EDUCATION],[ANY-JOB],40923
female,[Italy],[53-72],[ANY-EDUCATION],[ANY-JOB],23779
female,[Italy],[53-72],[ANY-EDUCATION],[ANY-JOB],23755
female,[Italy],[53-72],[ANY-EDUCATION],[ANY-JOB],37747
[ANY-GENDER],[Italy],[64-71],[ANY-EDUCATION],[ANY-JOB],53786
[ANY-GENDER],[Italy],[64-71],[ANY-EDUCATION],[ANY-JOB],32258
[ANY-GENDER],[Italy],[64-71],[ANY-EDUCATION],[ANY-JOB],59154
male,[Italy],[31-57],[ANY-EDUCATION],[ANY-JOB],34077
male,[Italy],[31-57],[ANY-EDUCATION],[ANY-JOB],30298
male,[Italy],[31-57],[ANY-EDUCATION],[ANY-JOB],31883
[ANY-GENDER],[Italy],[39-74],[ANY-EDUCATION],[ANY-JOB],34057
[ANY-GENDER],[Italy],[39-74],[ANY-EDUCATION],[ANY-JOB],43772
[ANY-GENDER],[Italy],[39-74],[ANY-EDUCATION],[ANY-JOB],29521
male,[Italy],[39-70],[ANY-EDUCATION],[ANY-JOB],34964
male,[Italy],[39-70],[ANY-EDUCATION],[ANY-JOB],19904
male,[Italy],[39-70],[ANY-EDUCATION],[ANY-JOB],31119
[ANY-GENDER],[Italy],[29-86],[ANY-EDUCATION],[ANY-JOB],38995
[ANY-GENDER],[Italy],[29-86],[ANY-EDUCATION],[ANY-JOB],21595
[ANY-GENDER],[Italy],[29-86],[ANY-EDUCATION],[ANY-JOB],40137
female,[Italy],[54-67],High School,[ANY-JOB],31840
female,[Italy],[54-67],High School,[ANY-JOB],23031
female,[Italy],[54-67],High School,[ANY-JOB],30001
[ANY-GENDER],[Italy],[51-89],[ANY-EDUCATION],[ANY-JOB],30613
[ANY-GENDER],[Italy],[51-89],[ANY-EDUCATION],[ANY-JOB],52968
[ANY-GENDER],[Italy],[51-89],[ANY-EDUCATION],[ANY-JOB],46643
[ANY-GENDER],[South],[24-85],[ANY-EDUCATION],[ANY-JOB],32304
[ANY-GENDER],[South],[24-85],[ANY-EDUCATION],[ANY-JOB],49116
[ANY-GENDER],[South],[24-85],[ANY-EDUCATION],[ANY-JOB],46391
[ANY-GENDER],[Italy],[59-72],[ANY-EDUCATION],[ANY-JOB],19230
[ANY-GENDER],[Italy],[59-72],[ANY-EDUCATION],[ANY-JOB],39618
[ANY-GENDER],[Italy],[59-72],[ANY-EDUCATION],[ANY-JOB],30301
[ANY-GENDER],[Italy],[33-71],High School,[ANY-JOB],19436
[ANY-GENDER],[Italy],[33-71],High School,[ANY-JOB],18146
[ANY-GENDER],[Italy],[33-71],High School,[ANY-JOB],42114
[ANY-GENDER],[Italy],[70-88],[ANY-EDUCATION],[ANY-JOB],35562
[ANY-GENDER],[Italy],[70-88],[ANY-EDUCATION],[ANY-JOB],37948
[ANY-GENDER],[Italy],[70-88],[ANY-EDUCATION],[ANY-JOB],39634
male,[Italy],[54-67],High School,[ANY-JOB],29455
male,[Italy],[54-67],High School,[ANY-JOB],28634
male,[Italy],[54-67],High School,[ANY-JOB],24713
[ANY-GENDER],[Italy],[24-86],[ANY-EDUCATION],[ANY-JOB],30304
[ANY-GENDER],[Italy],[24-86],[ANY-EDUCATION],[ANY-JOB],43897
[ANY-GENDER],[Italy],[24-86],[ANY-EDUCATION],[ANY-JOB],22696
[ANY-GENDER],[Italy],[48-58],[ANY-EDUCATION],[ANY-JOB],46119
[ANY-GENDER],[Italy],[48-58],[ANY-EDUCATION],[ANY-JOB],29925
[ANY-GENDER],[Italy],[48-58],[ANY-EDUCATION],[ANY-JOB],27743
[ANY-GENDER],[Italy],[49-85],[ANY-EDUCATION],[ANY-JOB],29378
[ANY-GENDER],[Italy],[49-85],[ANY-EDUCATION],[ANY-JOB],37182
[ANY-GENDER],[Italy],[49-85],[ANY-EDUCATION],[ANY-JOB],32034
[ANY-GENDER],[Italy],[37-65],[ANY-EDUCATION],[ANY-JOB],18891
[ANY-GENDER],[Italy],[37-65],[ANY-EDUCATION],[ANY-JOB],24459
[ANY-GENDER],[Italy],[37-65],[ANY-EDUCATION],[ANY-JOB],49049
[ANY-GENDER],[Italy],[57-71],[ANY-EDUCATION],[ANY-JOB],24928
[ANY-GENDER],[Italy],[57-71],[ANY-EDUCATION],[ANY-JOB],54798
[ANY-GENDER],[Italy],[57-71],[ANY-EDUCATION],[ANY-JOB],27277
[ANY-GENDER],[Italy],[58-79],High School,[ANY-JOB],32362
[ANY-GENDER],[Italy],[58-79],High School,[ANY-JOB],27462
[ANY-GENDER],[Italy],[58-79],High School,[ANY-JOB],35492
[ANY-GENDER],[Italy],[25-59],High School,[ANY-JOB],36591
[ANY-GENDER],[Italy],[25-59],High School,[ANY-JOB],32680
[ANY-GENDER],[Italy],[25-59],High School,[ANY-JOB],29801
[ANY-GENDER],[Italy],[55-76],[ANY-EDUCATION],[ANY-JOB],31663
[ANY-GENDER],[Italy],[55-76],[ANY-EDUCATION],[ANY-JOB],60812
[ANY-GENDER],[Italy],[55-76],[ANY-EDUCATION],[ANY-JOB],36893
[ANY-GENDER],[Italy],[35-84],[ANY-EDUCATION],[ANY-JOB],48058
[ANY-GENDER],[Italy],[35-84],[ANY-EDUCATION],[ANY-JOB],53977
[ANY-GENDER],[Italy],[35-84],[ANY-EDUCATION],[ANY-JOB],33115
[ANY-GENDER],[Italy],[33-85],[ANY-EDUCATION],[ANY-JOB],25229
[ANY-GENDER],[Italy],[33-85],[ANY-EDUCATION],[ANY-JOB],35396
[ANY-GENDER],[Italy],[33-85],[ANY-EDUCATION],[ANY-JOB],43245
[ANY-GENDER],[Italy],[45-67],[ANY-EDUCATION],[ANY-JOB],38037
[ANY-GENDER],[Italy],[45-67],[ANY-EDUCATION],[ANY-JOB],63612
[ANY-GENDER],[Italy],[45-67],[ANY-EDUCATION],[ANY-JOB],31823
female,[Italy],[27-56],[ANY-EDUCATION],[ANY-JOB],25764
female,[Italy],[27-56],[ANY-EDUCATION],[ANY-JOB],39570
female,[Italy],[27-56],[ANY-EDUCATION],[ANY-JOB],35621
[ANY-GENDER],[Italy],[55-79],[ANY-EDUCATION],[ANY-JOB],29224
[ANY-GENDER],[Italy],[55-79],[ANY-EDUCATION],[ANY-JOB],21510
[ANY-GENDER],[Italy],[55-79],[ANY-EDUCATION],[ANY-JOB],44356
[ANY-GENDER],[Italy],[26-90],[ANY-EDUCATION],[ANY-JOB],55745
[ANY-GENDER],[Italy],[26-90],[ANY-EDUCATION],[ANY-JOB],12335
[ANY-GENDER],[Italy],[26-90],[ANY-EDUCATION],[ANY-JOB],19653
[ANY-GENDER],[North],[55-81],[ANY-EDUCATION],[ANY-JOB],43884
[ANY-GENDER],[North],[55-81],[ANY-EDUCATION],[ANY-JOB],26811
[ANY-GENDER],[North],[55-81],[ANY-EDUCATION],[ANY-JOB],28401
[ANY-GENDER],[Italy],[34-52],[ANY-EDUCATION],[ANY-JOB],40642
[ANY-GENDER],[Italy],[34-52],[ANY-EDUCATION],[ANY-JOB],27031
[ANY-GENDER],[Italy],[34-52],[ANY-EDUCATION],[ANY-JOB],32064
male,[Italy],[21-82],[ANY-EDUCATION],[ANY-JOB],25879
male,[Italy],[21-82],[ANY-EDUCATION],[ANY-JOB],30664
male,[Italy],[21-82],[ANY-EDUCATION],[ANY-JOB],43038
female,[South],[31-72],[ANY-EDUCATION],[ANY-JOB],31395
female,[South],[31-72],[ANY-EDUCATION],[ANY-JOB],43187
female,[South],[31-72],[ANY-EDUCATION],[ANY-JOB],31338
[ANY-GENDER],[Italy],[48-74],[ANY-EDUCATION],[Engineering],31761
[ANY-GENDER],[Italy],[48-74],[ANY-EDUCATION],[Engineering],54066
[ANY-GENDER],[Italy],[48-74],[ANY-EDUCATION],[Engineering],40939
[ANY-GENDER],[Italy],[25-72],[ANY-EDUCATION],[ANY-JOB],39542
[ANY-GENDER],[Italy],[25-72],[ANY-EDUCATION],[ANY-JOB],34578
[ANY-GENDER],[Italy],[25-72],[ANY-EDUCATION],[ANY-JOB],41734
[ANY-GENDER],[Italy],[22-72],High School,[ANY-JOB],25807
[ANY-GENDER],[Italy],[22-72],High School,[ANY-JOB],45842
[ANY-GENDER],[Italy],[22-72],High School,[ANY-JOB],30534
[ANY-GENDER],[Italy],[65-75],[ANY-EDUCATION],[ANY-JOB],36351
[ANY-GENDER],[Italy],[65-75],[ANY-EDUCATION],[ANY-JOB],58453
[ANY-GENDER],[Italy],[65-75],[ANY-EDUCATION],[ANY-JOB],39365
[ANY-GENDER],[Italy],[70-83],[ANY-EDUCATION],[ANY-JOB],26658
[ANY-GENDER],[Italy],[70-83],[ANY-EDUCATION],[ANY-JOB],50483
[ANY-GENDER],[Italy],[70-83],[ANY-EDUCATION],[ANY-JOB],27725
[ANY-GENDER],[Italy],[32-64],[ANY-EDUCATION],[ANY-JOB],31255
[ANY-GENDER],[Italy],[32-64],[ANY-EDUCATION],[ANY-JOB],46972
[ANY-GENDER],[Italy],[32-64],[ANY-EDUCATION],[ANY-JOB],33093
female,[Italy],[62-84],[ANY-EDUCATION],[ANY-JOB],43756
female,[Italy],[62-84],[ANY-EDUCATION],[ANY-JOB],34802
female,[Italy],[62-84],[ANY-EDUCATION],[ANY-JOB],71674
female,[North],[46-77],[ANY-EDUCATION],[ANY-JOB],61806
female,[North],[46-77],[ANY-EDUCATION],[ANY-JOB],54496
female,[North],[46-77],[ANY-EDUCATION],[ANY-JOB],24710
[ANY-GENDER],[Italy],[61-76],[ANY-EDUCATION],[ANY-JOB],29187
[ANY-GENDER],[Italy],[61-76],[ANY-EDUCATION],[ANY-JOB],29611
[ANY-GENDER],[Italy],[61-76],[ANY-EDUCATION],[ANY-JOB],38368
[ANY-GENDER],[Midlle],[42-83],[ANY-EDUCATION],[ANY-JOB],38509
[ANY-GENDER],[Midlle],[42-83],[ANY-EDUCATION],[ANY-JOB],10835
[ANY-GENDER],[Midlle],[42-83],[ANY-EDUCATION],[ANY-JOB],33288
[ANY-GENDER],[Italy],[40-75],[ANY-EDUCATION],[ANY-JOB],32916
[ANY-GENDER],[Italy],[40-75],[ANY-EDUCATION],[ANY-JOB],33023
[ANY-GENDER],[Italy],[40-75],[ANY-EDUCATION],[ANY-JOB],42455
[ANY-GENDER],[Italy],[32-78],[ANY-EDUCATION],[ANY-JOB],41184
[ANY-GENDER],[Italy],[32-78],[ANY-EDUCATION],[ANY-JOB],31910
[ANY-GENDER],[Italy],[32-78],[ANY-EDUCATION],[ANY-JOB],45027
male,[South],[19-79],High School,[ANY-JOB],40986
male,[South],[19-79],High School,[ANY-JOB],20137
male,[South],[19-79],High School,[ANY-JOB],34542
female,[Italy],[35-80],[ANY-EDUCATION],[ANY-JOB],27230
female,[Italy],[35-80],[ANY-EDUCATION],[ANY-JOB],29519
female,[Italy],[35-80],[ANY-EDUCATION],[ANY-JOB],28321
[ANY-GENDER],[Italy],[36-76],High School,[ANY-JOB],43886
[ANY-GENDER],[Italy],[36-76],High School,[ANY-JOB],26170
[ANY-GENDER],[Italy],[36-76],High School,[ANY-JOB],31782
[ANY-GENDER],[Italy],[18-71],[ANY-EDUCATION],[ANY-JOB],34844
[ANY-GENDER],[Italy],[18-71],[ANY-EDUCATION],[ANY-JOB],36780
[ANY-GENDER],[Italy],[18-71],[ANY-EDUCATION],[ANY-JOB],35186
[ANY-GENDER],[Italy],[28-67],[ANY-EDUCATION],[ANY-JOB],39748
[ANY-GENDER],[Italy],[28-67],[ANY-EDUCATION],[ANY-JOB],49394
[ANY-GENDER],[Italy],[28-67],[ANY-EDUCATION],[ANY-JOB],33694
[ANY-GENDER],[Italy],[31-66],[ANY-EDUCATION],[ANY-JOB],27426
[ANY-GENDER],[Italy],[31-66],[ANY-EDUCATION],[ANY-JOB],37921
[ANY-GENDER],[Italy],[31-66],[ANY-EDUCATION],[ANY-JOB],38478
[ANY-GENDER],[Italy],[38-74],[ANY-EDUCATION],[ANY-JOB],28183
[ANY-GENDER],[Italy],[38-74],[ANY-EDUCATION],[ANY-JOB],75618
[ANY-GENDER],[Italy],[38-74],[ANY-EDUCATION],[ANY-JOB],35331
[ANY-GENDER],[Italy],[35-54],[ANY-EDUCATION],[ANY-JOB],28627
[ANY-GENDER],[Italy],[35-54],[ANY-EDUCATION],[ANY-JOB],26975
[ANY-GENDER],[Italy],[35-54],[ANY-EDUCATION],[ANY-JOB],44787
[ANY-GENDER],[Italy],[41-73],[ANY-EDUCATION],[ANY-JOB],33148
[ANY-GENDER],[Italy],[41-73],[ANY-EDUCATION],[ANY-JOB],26778
[ANY-GENDER],[Italy],[41-73],[ANY-EDUCATION],[ANY-JOB],43423
female,[Italy],[63-86],High School,[ANY-JOB],33393
female,[Italy],[63-86],High School,[ANY-JOB],34518
female,[Italy],[63-86],High School,[ANY-JOB],27303
[ANY-GENDER],[Italy],[39-77],[ANY-EDUCATION],[ANY-JOB],35363
[ANY-GENDER],[Italy],[39-77],[ANY-EDUCATION],[ANY-JOB],23338
[ANY-GENDER],[Italy],[39-77],[ANY-EDUCATION],[ANY-JOB],37579
[ANY-GENDER],[Italy],[22-65],[ANY-EDUCATION],[ANY-JOB],29461
[ANY-GENDER],[Italy],[22-65],[ANY-EDUCATION],[ANY-JOB],46698
[ANY-GENDER],[Italy],[22-65],[ANY-EDUCATION],[ANY-JOB],25727
[ANY-GENDER],[Italy],[47-69],[ANY-EDUCATION],[ANY-JOB],41391
[ANY-GENDER],[Italy],[47-69],[ANY-EDUCATION],[ANY-JOB],11947
[ANY-GENDER],[Italy],[47-69],[ANY-EDUCATION],[ANY-JOB],48414
male,[Italy],[30-87],[ANY-EDUCATION],[ANY-JOB],25782
male,[Italy],[30-87],[ANY-EDUCATION],[ANY-JOB],38392
male,[Italy],[30-87],[ANY-EDUCATION],[ANY-JOB],28007
female,[Italy],[25-76],[ANY-EDUCATION],[ANY-JOB],40891
female,[Italy],[25-76],[ANY-EDUCATION],[ANY-JOB],22278
female,[Italy],[25-76],[ANY-EDUCATION],[ANY-JOB],39959
[ANY-GENDER],[Italy],[54-88],[ANY-EDUCATION],[ANY-JOB],22363
[ANY-GENDER],[Italy],[54-88],[ANY-EDUCATION],[ANY-JOB],46581
[ANY-GENDER],[Italy],[54-88],[ANY-EDUCATION],[ANY-JOB],58423
[ANY-GENDER],[Italy],[36-90],[ANY-EDUCATION],[ANY-JOB],20098
[ANY-GENDER],[Italy],[36-90],[ANY-EDUCATION],[ANY-JOB],38765
[ANY-GENDER],[Italy],[36-90],[ANY-EDUCATION],[ANY-JOB],22847
male,[Italy],[20-89],[ANY-EDUCATION],[ANY-JOB],27747
male,[Italy],[20-89],[ANY-EDUCATION],[ANY-JOB],23643
male,[Italy],[20-89],[ANY-EDUCATION],[ANY-JOB],54402
male,[Italy],[80-89],Master's Degree,[ANY-JOB],38604
male,[Italy],[80-89],Master's Degree,[ANY-JOB],65044
male,[Italy],[80-89],Master's Degree,[ANY-JOB],57687
[ANY-GENDER],[Italy],[30-80],[ANY-EDUCATION],[ANY-JOB],42027
[ANY-GENDER],[Italy],[30-80],[ANY-EDUCATION],[ANY-JOB],36919
[ANY-GENDER],[Italy],[30-80],[ANY-EDUCATION],[ANY-JOB],56628
[ANY-GENDER],[Italy],[37-68],[ANY-EDUCATION],[ANY-JOB],32368
[ANY-GENDER],[Italy],[37-68],[ANY-EDUCATION],[ANY-JOB],36133
[ANY-GENDER],[Italy],[37-68],[ANY-EDUCATION],[ANY-JOB],25947
[ANY-GENDER],[North],[50-72],[ANY-EDUCATION],[ANY-JOB],44357
[ANY-GENDER],[North],[50-72],[ANY-EDUCATION],[ANY-JOB],21134
[ANY-GENDER],[North],[50-72],[ANY-EDUCATION],[ANY-JOB],34921
[ANY-GENDER],[Italy],[25-72],[ANY-EDUCATION],[ANY-JOB],20538
[ANY-GENDER],[Italy],[25-72],[ANY-EDUCATION],[ANY-JOB],26645
[ANY-GENDER],[Italy],[25-72],[ANY-EDUCATION],[ANY-JOB],22961
[ANY-GENDER],[Italy],[21-60],High School,[ANY-JOB],29219
[ANY-GENDER],[Italy],[21-60],High School,[ANY-JOB],25774
[ANY-GENDER],[Italy],[21-60],High School,[ANY-JOB],45606
[ANY-GENDER],[Italy],[18-78],[ANY-EDUCATION],[ANY-JOB],26581
[ANY-GENDER],[Italy],[18-78],[ANY-EDUCATION],[ANY-JOB],27370
[ANY-GENDER],[Italy],[18-78],[ANY-EDUCATION],[ANY-JOB],38771
[ANY-GENDER],[North],[34-71],High School,[ANY-JOB],26984
[ANY-GENDER],[North],[34-71],High School,[ANY-JOB],30541
[ANY-GENDER],[North],[34-71],High School,[ANY-JOB],20928
[ANY-GENDER],[Italy],[23-77],[ANY-EDUCATION],[ANY-JOB],25332
[ANY-GENDER],[Italy],[23-77],[ANY-EDUCATION],[ANY-JOB],19776
[ANY-GENDER],[Italy],[23-77],[ANY-EDUCATION],[ANY-JOB],41758
[ANY-GENDER],[Italy],[28-87],[ANY-EDUCATION],[ANY-JOB],25669
[ANY-GENDER],[Italy],[28-87],[ANY-EDUCATION],[ANY-JOB],29649
[ANY-GENDER],[Italy],[28-87],[ANY-EDUCATION],[ANY-JOB],57765
[ANY-GENDER],[Italy],[62-84],[ANY-EDUCATION],[ANY-JOB],23026
[ANY-GENDER],[Italy],[62-84],[ANY-EDUCATION],[ANY-JOB],25601
[ANY-GENDER],[Italy],[62-84],[ANY-EDUCATION],[ANY-JOB],29070
